UserId,ProductId,Rating,Timestamp
A39HTATAQ9V7YF,0205616461,5.0,1369699200
A3JM6GV9MNOF9X,0558925278,3.0,1355443200
A1Z513UWSAAO0F,0558925278,5.0,1404691200
A1WMRR494NWEWV,0733001998,4.0,1382572800
A3IAAVS479H7M7,0737104473,1.0,1274227200
AKJHHD5VEH7VG,0762451459,5.0,1404518400
A1BG8QW55XHN6U,1304139212,5.0,1371945600
A22VW0P4VZHDE3,1304139220,5.0,1373068800
A3V3RE4132GKRO,130414089X,5.0,1401840000
A327B0I7CYTEJC,130414643X,4.0,1389052800
A1BG8QW55XHN6U,130414643X,5.0,1372032000
AIFAAVTUYHEHB,130414643X,4.0,1378252800
AVOGV98AYOFG2,1304146537,5.0,1372118400
A22VW0P4VZHDE3,130414674X,5.0,1371686400
AVOGV98AYOFG2,1304168522,5.0,1372118400
A6R426V4J7AOM,1304168522,5.0,1373414400
A22VW0P4VZHDE3,1304174778,5.0,1372896000
AKGB62WGF35J8,1304174778,5.0,1372896000
A22VW0P4VZHDE3,1304174867,5.0,1373068800
A1BG8QW55XHN6U,1304174867,5.0,1372291200
A1BG8QW55XHN6U,1304174905,5.0,1372291200
A22VW0P4VZHDE3,1304196046,5.0,1372896000
A22VW0P4VZHDE3,1304196062,5.0,1372896000
A3A4C2K3TWDAO5,1304196070,1.0,1378425600
A3FV2Q7WPZMQPV,1304196135,5.0,1375488000
A22VW0P4VZHDE3,1304196135,5.0,1372896000
A1RXI3A1E99112,1304351475,5.0,1405296000
A26QL1FBQO9C0E,1304351475,5.0,1392076800
A19KEEVZYO1KO6,1304351475,4.0,1388707200
A1F6HRR58TQ2R0,1304351475,5.0,1394928000
AVQP6PO1NK0IJ,1304351475,1.0,1389657600
A32IWHU4TUEQZR,1304351475,4.0,1383523200
ASPJCWRXUOYYY,1304351475,5.0,1392681600
A1LAW520BT5AM0,1304351475,1.0,1392422400
A3SWQ2QQ7JBPFA,1304351475,5.0,1402790400
A2D7CPCZH5VFVZ,1304351475,1.0,1396742400
A274NIJWOQWE30,1304351475,5.0,1385251200
A2OMU0R0VM5O9I,1304351475,1.0,1397606400
A2YFDS6DYGFLVQ,1304351475,5.0,1405036800
AKA7T9TPISJ26,1304351475,1.0,1399680000
AN33X95J5460X,1304351475,4.0,1395187200
A2UEOW698J0SSR,1304351475,5.0,1397779200
A22ZFXQE8AWPEP,1304482596,1.0,1383177600
A6R426V4J7AOM,1304482596,5.0,1384992000
A9ZNJ2AXPO652,1304482634,2.0,1386028800
A169NC0ZW6XKRD,1304482685,3.0,1391558400
AZWRTJPN7NXT,1304482685,5.0,1383004800
A22ZFXQE8AWPEP,1304482685,1.0,1383177600
AH344ZAN5GNOM,1304482685,5.0,1391558400
A1YQUT1H2ENJ8U,1304482685,4.0,1383004800
A22VW0P4VZHDE3,1304482685,5.0,1384128000
A6R426V4J7AOM,1304488608,5.0,1384732800
A22ZFXQE8AWPEP,1304495396,1.0,1384992000
A6R426V4J7AOM,1304495396,5.0,1384992000
A3C744AK5A6MMI,1304495396,5.0,1385856000
A2H6SFTV2892Z8,1304511073,5.0,1384992000
A225CH9TTQPC4B,1304511073,1.0,1393891200
A2F6NPTGDMFXN9,1304511073,1.0,1385596800
A2H6SFTV2892Z8,1304511081,5.0,1384992000
A1DC0DSF3H3BCW,1304511081,3.0,1391817600
A3TR91FJ4MNFY9,1304511081,5.0,1391558400
A22ZFXQE8AWPEP,1304511111,1.0,1384992000
A3IANSH41YHFP1,1304511111,5.0,1389830400
A2NRG4NQMLHDJQ,1304511111,1.0,1385769600
A6R426V4J7AOM,130451112X,5.0,1383868800
A2H6SFTV2892Z8,1304511138,5.0,1384992000
A22ZFXQE8AWPEP,1304511138,1.0,1384992000
A32G79IU2NJ2HS,1304511138,1.0,1388188800
A2H6SFTV2892Z8,1304511146,5.0,1384992000
A3L2VTHD6W1E2Z,1304511146,2.0,1386201600
A3L2VTHD6W1E2Z,1304511154,1.0,1386201600
A1BG8QW55XHN6U,1304511154,5.0,1384732800
A2H6SFTV2892Z8,1304622193,5.0,1384992000
A22VW0P4VZHDE3,1304622193,5.0,1385856000
A2H6SFTV2892Z8,1304622223,5.0,1384992000
A6R426V4J7AOM,1304622428,5.0,1384992000
A15THVWZS6GQZY,1304622428,5.0,1388102400
A1BG8QW55XHN6U,1304622452,5.0,1385424000
A2H6SFTV2892Z8,1304622460,5.0,1384992000
A1VCW66KPTNUV8,1304622622,1.0,1385424000
AO5JB67V93FBL,1304622622,5.0,1388620800
A1GWD6BDCLGC82,1304622622,1.0,1388016000
AJ85OD05LNNUY,1304622657,2.0,1404172800
A1E5CS6UI1LWQF,1304622657,5.0,1390608000
A1SWCNGOR3GMOQ,1304622657,5.0,1393286400
A1BG8QW55XHN6U,1304622657,5.0,1385596800
A22ZFXQE8AWPEP,1304622665,1.0,1386028800
A22ZFXQE8AWPEP,1304624498,1.0,1385683200
A2IOZRH02O4C9S,1304624498,1.0,1392076800
A2H6SFTV2892Z8,1304624544,5.0,1384992000
A1RGXKJ4RFIOCX,1304624544,1.0,1394755200
A11OEJ4R1PDTLN,1304624544,1.0,1391385600
A22ZFXQE8AWPEP,1304651029,1.0,1386028800
A1BG8QW55XHN6U,1304651029,5.0,1385424000
A1BG8QW55XHN6U,1304651088,5.0,1385424000
A1BG8QW55XHN6U,130465110X,5.0,1385424000
A1BG8QW55XHN6U,1304651118,5.0,1385424000
A6R426V4J7AOM,1304651347,5.0,1385856000
A1BG8QW55XHN6U,1304665704,5.0,1385596800
AZ4FR14IPKML7,1304665720,5.0,1388966400
A251DS38L87XWF,1304665720,1.0,1391299200
A1BG8QW55XHN6U,1304665720,5.0,1385596800
A22ZFXQE8AWPEP,130466578X,1.0,1386028800
A1Z03R982SX8V2,1403790965,4.0,1389916800
A1ZY0K46FYOTB6,1403790965,5.0,1357603200
A3MAATZ091QZGE,1403790965,5.0,1372550400
A35XCJ5P6ZKRE9,1403790965,5.0,1340755200
A2B3YKKXVN28TW,1403790965,5.0,1385856000
A2RDR51FRB58LD,1403790965,5.0,1328918400
A2MSCG0YX85RL4,1403790965,5.0,1375833600
A2P8AUMTM6O605,1403790965,5.0,1403913600
A3SN6TKIXQI7RP,1403790965,5.0,1375488000
A1MLJHYS35C4X6,1403790965,5.0,1373414400
A2FTLN4PYZE7S6,1403790965,5.0,1403827200
ATPHIBSTV1NY5,1412759676,5.0,1356739200
A1QWS6V26JZ5OX,1412759676,5.0,1371340800
A1VK4ALI1QOF5U,1412759676,4.0,1356912000
A1GIXQUBPA0DPT,1412759676,5.0,1298246400
A22L53OZ7IDQX3,1412759676,5.0,1310774400
AAOU507M8SF9E,1412759676,5.0,1320019200
A2DIOCFQZQFD9O,1451646526,4.0,1331510400
A17Z7DO3IFHZOE,1457982633,5.0,1399593600
A120LZ9VNR3YI0,1572671203,3.0,1294617600
A39QH03VD9U048,1572671203,3.0,1373155200
A95YCV8FK2LCM,1572671203,4.0,1295395200
AP57TEKK91CIM,1572671203,5.0,1375833600
A3OQ3FVYBU7SBD,1879187396,5.0,1382400000
A2GDJP70RVLDKY,1906987238,5.0,1373068800
A2BQ8DVGEGWAFY,1929099886,4.0,1355011200
A2A0EW34FZH9Z7,1987958179,5.0,1394755200
A1D6UAVLQUS41B,3222000565,5.0,1381449600
A2VRUBSVHDDOU9,3222000565,5.0,1382486400
A276N142RFK6EF,3222000565,5.0,1404345600
A2HNQ3JHXDSVMW,322700075X,3.0,1361491200
ADURH4ZDRMZV6,3227001055,4.0,1369440000
AXVLSEEYTC4Z9,3227001055,1.0,1372809600
AGGXC77INUISD,3227001055,5.0,1405296000
A10REFE1TW3ZVT,3227001381,5.0,1350691200
A3M7ROZKQW6F69,3227001381,4.0,1351814400
A271KYL82709TY,3227001381,5.0,1382400000
A1OON4OPP58E26,3227001381,5.0,1372204800
A3COLQK8Y9V9A5,3227001381,5.0,1345680000
A28H0PAQPYKN94,3227001381,5.0,1371859200
AYI1LDJYGG0ZK,3227001381,4.0,1357257600
A3T5EYVSBN3QQX,3227001381,2.0,1363219200
A3E4N6O6WC8LEX,3227001381,5.0,1323216000
A30IURTQM5NNA4,3227001381,5.0,1376524800
A100GYE1W4OXZ8,3227001381,5.0,1372032000
A1ZWS1H6H06Y2J,3227001381,5.0,1342915200
A3BMQUL5QATQIW,3227001381,5.0,1368057600
AI5JNFT6YBQQY,3227001381,5.0,1362873600
A2H79ANDK766S1,3227001381,4.0,1404432000
A3LO1A9N0F0TXE,3227001381,5.0,1345507200
A2JYNUBR7H2W41,3227001381,5.0,1339027200
A2O9UKJ2FR0GZ4,3227001381,5.0,1389225600
A1O5Z4ZKPMHORQ,3227001381,5.0,1326499200
A366PG2T9L9VSW,3227001381,2.0,1373068800
A11AT6B3912DCU,3227001381,5.0,1356652800
A2RCLQ2PS3PN8H,3227001381,5.0,1384300800
A445U3NN5XBYK,3227001381,3.0,1374451200
A3GAMJUEB4A4J9,3227001381,5.0,1381363200
A7BCFTL2PU1NZ,3227001381,5.0,1359676800
A87X19PQJFYFA,3292000971,5.0,1371859200
A2F5SHIP4HF9,3292000971,5.0,1371254400
A305WEYT5UZKCZ,3292000971,5.0,1365724800
A2E8U0H25VGG3O,3423470476,1.0,1322438400
A2S1HDSZ0OGW1M,360211600X,5.0,1332028800
AFRE5F3MKUKME,360211600X,1.0,1392595200
A11Q1HQ84F8POH,4057362797,1.0,1327017600
A2CCV112TWLK7A,4057362843,5.0,1357084800
A2099WPFJKJKZC,4057362886,4.0,1377043200
A1T8YQ4FFMWQPC,4057362894,5.0,1387065600
AZLE2XFH3JUNG,4057362894,5.0,1367193600
A99JEK1Z8S1T0,4057362967,5.0,1404864000
A2OCBW6UQ8GS7L,4057363823,5.0,1252281600
AI6IXAB24N30W,4057363823,1.0,1264118400
AZLE2XFH3JUNG,4057368825,5.0,1367193600
A2GPHFP5QKF0CO,4057368825,2.0,1374192000
A2ZZ26N7K9BSFB,4057368825,5.0,1376956800
A1MID7V80H36FX,4057553908,2.0,1365724800
A10ZKDOZOSH219,4057553908,5.0,1347235200
A1CNSLLYW5A8YB,5297000963,5.0,1397433600
ARUSOE3CJ7TNF,5297000963,1.0,1395619200
A2Z9QP4MZ2HXCZ,5357954771,3.0,1376352000
ACZ94JB8BFMJ9,5357954771,5.0,1385251200
A36ZKFLSDE8WX5,5357954771,5.0,1270252800
AVCSVH9L0BPIF,5357954771,5.0,1341532800
A2VF4TALLW8G9,535795531X,5.0,1396915200
A3UFMKLD77O21S,535795531X,5.0,1302652800
A1QPQIJVS0JC5Y,535795531X,5.0,1235606400
A2UQZD76FKVQ6D,535795531X,5.0,1335225600
A1LNS0V7YBBJJE,535795531X,5.0,1359158400
A3B0M39TDARC6X,535795531X,5.0,1397347200
A1ZNOA9OHWIVMH,535795531X,5.0,1347321600
A15ELVI3I6G1SQ,535795531X,5.0,1329782400
A35ELDPD0N7T0U,535795531X,5.0,1354924800
A1B07LXV78TWZ,535795531X,5.0,1311724800
A29LZJWIY7KJZR,535795531X,5.0,1341532800
A13IIHXY0QX4Y4,535795531X,3.0,1356566400
A1AM400PUH70WO,535795545X,5.0,1371513600
A18X2IP46I5JB8,535795545X,5.0,1370476800
A2DT0SAXS5DIL8,535795545X,5.0,1294444800
A29AQSCFQ1OZ9R,535795545X,5.0,1360022400
A225BCNNIG03JT,535795545X,3.0,1316995200
A3590W7FEAGQY4,535795545X,5.0,1396051200
A1U6E8IJEATCYM,535795545X,5.0,1356998400
A1X1X91COEBHVI,5357955743,5.0,1395014400
A2RNK4TW1FPXEF,5357955751,5.0,1404259200
AYHZNXRPOHMO2,5357955786,5.0,1385078400
A3NIHH9X6L3RRM,5357955786,5.0,1396915200
A1UDWB8WFFGN55,5357955786,5.0,1361923200
A20LFHVP5CMQ1,5357955786,5.0,1394409600
A16495HOSCEV0N,5357955832,5.0,1403913600
A22ET3HEUN5JNP,5357955867,2.0,1342656000
A1NNJ0MNFIF3Z8,5357955867,5.0,1147046400
A2C55XULIQ3F8I,5357955867,4.0,1141948800
AOJRTF5PJMIR6,5357955867,5.0,1354147200
ACUB5EB5F72B9,5357955867,5.0,1360454400
A1XD9BN1CBR8U4,5357955905,5.0,1195948800
A2K18LH5HC6K9B,5357955905,5.0,1295654400
A38JQUXZTKKHQP,5357955905,4.0,1313884800
A1QMSSMUBUXX5S,5357955905,5.0,1368057600
A3VUS3HC1CCVOQ,5357955948,4.0,1358726400
A19VNE2EF1QYNE,5357955948,1.0,1361923200
A1L8MP88Q3DXXJ,5357955948,2.0,1363737600
AEPAHTOT8YT04,5357955948,5.0,1326067200
AM0RSD59GI2IK,5357955948,5.0,1325116800
A2XYBHUJ7E1QDR,5357955948,5.0,1376956800
A39GFZUNMWJ44J,5357955948,5.0,1303257600
AEWKMTITVR260,5357955948,5.0,1268697600
A1C4OJZCDI8LN3,5357955948,5.0,1373328000
ACZBT8YQ2TYOY,5357955948,5.0,1271721600
A24662VRPFY4YK,5357955948,4.0,1361404800
A3S87ZOPB3UM9N,5357955972,5.0,1289865600
A18CAHNYYC8AA3,5357956014,5.0,1397260800
AGXDI4U7PAUGZ,5357956111,5.0,1346803200
ADZZCC6UUMA0N,5357956111,5.0,1351296000
A1F4CQTUN5WTEA,5357956111,3.0,1343260800
AQFATFCB1HBG3,5357956111,5.0,1400716800
ASPRENFTOYHO0,5357956111,5.0,1371081600
A2DOQ89OLXNHNL,5357956111,5.0,1398038400
A1IFYKTMBOTBP7,5357956227,5.0,1357257600
A364UC5PLUM8M3,5357956227,5.0,1370217600
AC4343QXC1BCQ,6022600685,5.0,1359331200
A7SVI5Q1WC3UP,6022600685,5.0,1399939200
A28UWG41MHTXGC,6022600685,3.0,1369267200
A2EH8T3LQS6EET,6022600685,5.0,1377129600
A1HBQHOWMXOLBM,6022600685,3.0,1375315200
A1MOOCFYF4BW9F,6022600685,5.0,1356480000
A31J5P90FNANXZ,602260074X,4.0,1397606400
A34LP4FWKYTHB5,602260074X,4.0,1356480000
A328DC9RTOA5WS,602260074X,4.0,1403913600
A8R89360S6RZ3,602260074X,1.0,1399852800
A1B9XPHEGQ986Y,602260074X,5.0,1402012800
ABKY0V59DOJ5Y,602260074X,5.0,1392422400
A3DHGDJ779MMSD,602260074X,5.0,1377216000
AH9GYBKL6KJOF,602260074X,4.0,1402358400
A2Z1MC0VM2SCZ7,602260074X,5.0,1387065600
AWL41OE56O3O3,602260074X,4.0,1373414400
A3AOPVHGVIEHFK,602260074X,5.0,1390435200
A1G8D0R2YLCJPR,602260074X,5.0,1396310400
A1E5TTW0XXZIE7,602260074X,4.0,1363478400
AV434O5MUBGN5,602260074X,5.0,1390521600
A1CT0SH9XKNIDY,602260074X,4.0,1361491200
A1FGEAEGWVYJ2I,6022600790,4.0,1389312000
A2WDW3VRWKRRWV,6022600790,4.0,1386028800
A86RECWKC0IKS,6022600790,5.0,1358035200
A2GMXV65XFTCR6,6022600790,2.0,1370044800
A2TSBFY4ZZIMXW,6022600790,1.0,1399766400
AGQ844D0UXGBF,6022600790,5.0,1377907200
A3E13GVY40E6T5,6022600790,4.0,1383004800
A1E09RWAID7HCH,6022600790,4.0,1372636800
A2ME4DLS0Q488W,6022600790,5.0,1374796800
A2HZV40RNSZ381,6022600804,2.0,1362182400
AS498SIPUF2PU,6022600812,5.0,1368489600
AL4XKV2S6IXQS,6022600812,5.0,1369440000
A138ATFNJU102C,6022600812,2.0,1383955200
A1B0Q1X54GILZP,6022600812,3.0,1395446400
A22HDI6Y0ERZLN,6022600812,1.0,1389916800
A3SK4E6TWXE367,6022600812,4.0,1395532800
A3CHPIP8HRFNC8,6022600812,5.0,1403222400
A1GIGGY4X47QMA,6040652705,3.0,1392508800
A3V6ZQWSMLRXEJ,6041134473,5.0,1405296000
A38L32Q21P5T95,6041134473,5.0,1390521600
A3BWP3PY4IUMTH,6041134473,5.0,1391472000
A1NRLEB0KOB65O,604113449X,5.0,1391644800
A3UQXZCB1CXFNL,604113449X,1.0,1403654400
A3T58OUIBEL24K,604113449X,4.0,1401580800
A3AAAZ446W2B3B,604113449X,5.0,1393459200
A38L32Q21P5T95,604113449X,5.0,1391644800
A3ILSW0GC00YY,604113449X,5.0,1396915200
A1NRLEB0KOB65O,6041134511,5.0,1391644800
A38L32Q21P5T95,6041134511,5.0,1391644800
AJ8114KFKVCHX,6053640972,1.0,1376265600
ANLSZ40VRRB21,6117036094,5.0,1400457600
A2U1PYP2Q7BUB2,6117043058,1.0,1371945600
A024581134CV80ZBLIZTZ,6152000416,5.0,1356739200
ABLW2M2R7VQIA,6152000416,2.0,1362787200
A294IJJRMVOBSE,6162071103,2.0,1371945600
A3FPJWX0GHJCCG,6162071103,4.0,1392336000
A5UQ98GXX7T47,6162071103,5.0,1391385600
A13G2YWZQ3522K,6162751473,5.0,1378684800
A1Q3W2FX8LKH19,6162751473,5.0,1392681600
A13UXDADSBZ0NV,6162751473,5.0,1368144000
AY25UTTDNJ5SX,6165151329,2.0,1405036800
A2W470AYOQCZZ9,6165290582,3.0,1403049600
A95LEWENLGMHH,6165290582,5.0,1391040000
A30HUW0YSPL6N,6165290582,4.0,1399680000
A9E7CTWB6KFTK,6165290582,1.0,1380844800
A3MNCA0VED4SQD,6167061580,4.0,1405123200
A1GLIRME0V0J4Z,6167061580,5.0,1405209600
A20BE32WVZFXAF,6169040335,5.0,1400976000
AYFZQPNEVSFMD,6175005570,5.0,1369094400
A3FNVF412991A6,6175005589,5.0,1364256000
A37KZTDCHTQMU0,711901871X,5.0,1373328000
A3TDS7PK6K3TY1,711901871X,5.0,1395100800
A3UX3UDVQ9OHLI,711901871X,5.0,1381363200
ABVND860D55AJ,7535842801,5.0,1375574400
A26TLFFBFPEOKJ,7535842801,4.0,1399507200
A2Q8QWVIZM213M,7535842801,3.0,1378252800
A3C5DYTUXUCL0S,7535842801,5.0,1305158400
A3DNSZT2HIB30J,7535842801,5.0,1378684800
AA0ACUPEPT1RN,7535842801,5.0,1356134400
A16UTJN8DODY6N,7535842801,1.0,1394841600
ACB9GSMY2GY0O,7535842801,5.0,1379721600
ANNS6DSY390Z2,7535842801,5.0,1370822400
A39SBRLJ1EQX1R,7535842801,5.0,1370044800
A3A2HRW0GR4EWU,7535842801,5.0,1395446400
A2H3NOCLLEPOKQ,7535842801,3.0,1277164800
A1JM3NL9GSQ17N,7535842801,5.0,1341273600
A2P0254ZZ42ZOJ,7535842801,5.0,1388620800
A2686J58T322ZS,7535842801,5.0,1396569600
A7DS7JE3D53XW,7535842801,5.0,1361836800
A267CAHUU3HOPQ,7535842801,5.0,1373068800
A30CAUEGZO0DO6,753865058X,4.0,1340755200
A249F9ZBJ3ZDIA,7539914718,1.0,1403136000
A9AZG7UY7VT89,7800558258,1.0,1400371200
A05492663T95KW63BR75K,7800558258,1.0,1387411200
A2LRQ8GV6PZMHX,7806397051,4.0,1405987200
A2B3FQVNDDT4PF,7806397051,3.0,1401062400
A1YJEY40YUW4SE,7806397051,1.0,1391040000
AS5RB0XRDQZCS,7806397051,5.0,1346544000
A6SS3B6BFQ5KX,7806397051,3.0,1404950400
A293VWKAL1RWBG,7806397051,5.0,1403395200
ABPIQZ23IBOJ,7806397051,4.0,1376697600
A2DQ8W8ON2QZD3,7806397051,5.0,1395446400
A18S7SDS6HJ4LA,7806397051,2.0,1400544000
A60XNB876KYML,7806397051,3.0,1397779200
A2U7D909NH8L0U,7806397051,2.0,1399852800
A3G6XNM240RMWA,7806397051,4.0,1378425600
A00205921JHJK5X9LNP42,7806397051,5.0,1395619200
A1SXKLV75ZL6DM,7806397051,1.0,1401926400
A3CI83124O6ZP1,7806397051,1.0,1399593600
AYM7E80UCJX7I,7806397051,5.0,1369785600
AIPOM0VDQ2SN3,7806397051,5.0,1372204800
A1QY7B8PEZDTDZ,7806397051,5.0,1399248000
A187IEMZIHO4UU,7806397051,2.0,1377216000
A4R3YZHWJSWHU,7806397051,3.0,1370908800
AO4WIKXQZJDQE,7806397051,2.0,1401926400
A1R3PGXKL7EZSJ,7806397051,5.0,1361836800
A1PQFP6SAJ6D80,7806397051,2.0,1386460800
A38FVHZTNQ271F,7806397051,3.0,1382140800
A11PBM6FRXUJ5Q,7806397051,1.0,1369699200
A1GX3Y7VXYG6TH,7806397051,1.0,1368921600
A3S0E0QE8XYMAK,7806397051,5.0,1384041600
A2FHYMW4OA53N1,7806397051,4.0,1404345600
AFY6ZIQXMLGR3,7806397051,2.0,1362614400
A3BTN14HIZET6Z,7806397051,5.0,1365984000
A2T0H00MMGU7LZ,7806397051,4.0,1360800000
A1Z59RFKN0M5QL,7806397051,1.0,1376611200
AWUO9P6PL1SY8,7806397051,2.0,1378252800
A6P7VX90EVIKI,7806397051,5.0,1395273600
A1CWY4G16721R2,7806397051,5.0,1363910400
A1X2OY7Y2J6LO1,7842953384,5.0,1401840000
A2KF5WHTOADF85,7842953384,2.0,1311897600
A1SNMU6VFTJKQI,7883527428,4.0,1386201600
